parasite_load	None	None	Moderate	Moderate	None	Moderate	Moderate	Moderate	Low	Low	None	None	Moderate	Low	None	Low	Low	Low	None	Low	Moderate	None	Low	Moderate	Low	Moderate	Low	None	Moderate	Low	Low	Low	Moderate	Moderate	Low	Moderate	Low	None	Low	None	None	None	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	None	Low	Moderate	Moderate	Low	None	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Low	None	Moderate	None	Low	None	Moderate	None	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Low	None	None	None	Low	Low	None	None	Low	Low	Low	Low	Low	Moderate
subject_id	AGMB1	AGMB2	AGMB3	AGMB4	AGMB5	AGMB6	AGMB7	FRCMB1	FRCMB2	FRCMB3	FRCMB4	FRCMB5	G12MB1	G12MB10	G12MB11	G12MB13	G12MB14	G12MB16	G12MB17	G12MB2	G12MB3	G12MB4	G12MB5	G12MB6	G12MB7	G12MB8	G12MB9	G2MB1	G2MB10	G2MB11	G2MB12	G2MB13	G2MB14	G2MB15	G2MB2	G2MB3	G2MB4	G2MB6	G2MB7	G2MB8	G2MB9	LFGMB1	LSGMB1	LSGMB10	LSGMB11	LSGMB13	LSGMB14	LSGMB15	LSGMB16	LSGMB17	LSGMB19	LSGMB20	RSGMB1	RSGMB3	RSGMB4	RSGMB5	RSGMB6	RSGMB7	UNKGMB10	UNKGMB11	UNKGMB12	UNKGMB13	UNKGMB14	UNKGMB15	UNKGMB17	UNKGMB18	UNKGMB19	UNKGMB20	UNKGMB21	UNKGMB22	UNKGMB23	UNKGMB24	UNKGMB25	UNKGMB26	UNKGMB27	UNKGMB28	UNKGMB29	UNKGMB30	UNKGMB33	UNKGMB34	UNKGMB35	UNKGMB36	UNKGMB37	UNKGMB38	UNKGMB4	UNKGMB5	UNKGMB6	UNKGMB7	UNKGMB8	UNKGMB9	URGMB1	URGMB10	URGMB11	URGMB12	URGMB13	URGMB14	URGMB2	URGMB3	URGMB4	URGMB5	URGMB6	URGMB7	URGMB8	URGMB9
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Pseudonocardiaceae.g__Pseudonocardia	-1.3733589	-1.4797357	-1.4418282	-1.4005464	-1.30846	-1.3023072	-1.3031087	-1.1753112	-0.9273592	-1.0870415	-0.8747705	-1.3379224	-1.4460849	-1.4873691	-1.2768054	-1.3770746	-1.3524663	-1.2154683	-1.3788431	-1.3980065	-1.2745261	-1.2404597	-1.5785576	-1.4898479	-1.1755128	-1.3733164	-1.2750754	-1.2576732	-1.6140384	-1.6123478	-1.2992151	-0.9951475	-1.919451	-1.3457614	-1.2201833	-1.418683	-0.5695472	-1.3037433	-1.1346753	-1.47417	-1.051757	-1.4431439	-1.4632791	-1.6503841	-1.4578206	-1.6595214	-1.3875977	-1.4003463	-1.455677	-1.4567727	-1.5146389	-1.5033599	-1.5329791	-1.55441	-1.3942466	-1.4650755	-1.3718783	-1.3715153	-1.301793	-1.2812935	-1.5681087	-1.4485156	-1.5809037	-1.4765328	-1.550257	-1.4628853	-1.4781177	-1.3968404	-1.4776734	-1.502313	-1.3939196	-1.3315273	-1.4147109	-1.2627362	-1.4185268	-1.3558233	-1.2859342	-1.5317107	-1.35047	-1.3543806	-1.4574315	-1.4096404	-1.6022254	-1.3095832	-1.4840309	-1.4415665	-1.4520566	-1.4940972	-1.483453	-1.2938091	-1.1906515	-1.232962	-1.3109357	-1.1775304	-1.3314832	-0.5291451	-1.2592366	-1.2470282	-1.2779443	-0.6470173	-1.3659894	-1.2719054	-1.1822655	-1.1674534
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium	-1.3733589	-1.4797357	-1.4418282	-1.4005464	-1.30846	-1.3023072	-1.3031087	1.8192713	8.919945	-1.0870415	-0.8747705	-1.3379224	-1.4460849	-1.4873691	-1.2768054	-1.3770746	-1.3524663	-1.2154683	-1.3788431	-1.3980065	-1.2745261	-1.2404597	-1.5785576	-1.4898479	-1.1755128	-1.3733164	-1.2750754	-1.2576732	-1.6140384	-1.6123478	-1.2992151	-1.6873738	-1.919451	-1.3457614	-1.2201833	-1.418683	-1.2612432	-1.3037433	-1.8269496	-1.47417	-1.7439818	-1.4431439	-1.4632791	-1.6503841	-1.4578206	-1.6595214	-1.3875977	-1.4003463	-1.455677	-1.4567727	-1.5146389	-1.5033599	-1.5329791	-1.55441	-1.3942466	-1.4650755	-1.3718783	-1.3715153	-1.301793	-1.2812935	-1.5681087	-0.756228	-1.5809037	-1.4765328	-1.550257	-1.4628853	-1.4781177	-1.3968404	-1.4776734	-1.502313	-1.3939196	-1.3315273	-0.722389	-1.2627362	-1.4185268	-1.3558233	-1.2859342	-1.5317107	-1.35047	-1.3543806	-1.4574315	-1.4096404	-1.6022254	-1.3095832	-1.4840309	-1.4415665	-1.4520566	-1.4940972	-1.483453	-1.2938091	-1.1906515	-1.232962	-1.3109357	-1.1775304	-1.3314832	-1.2201756	-1.2592366	0.1376242	-1.2779443	-1.3384904	-1.3659894	-0.5803559	-1.1822655	-1.1674534
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__	3.622602	4.5303923	4.6968008	4.7424226	4.0182255	3.0531793	4.0800799	4.3529681	0.8628843	6.7144684	4.451854	4.7559475	4.9361405	4.4031717	4.903852	4.8079709	4.799311	4.7599492	4.5439627	5.1228067	4.6049641	4.0365613	4.8755301	4.6443528	5.2333979	2.4094524	3.2663296	4.9792405	3.8143764	4.1856205	5.1856067	4.140651	4.2152116	3.8345152	4.4273983	4.904517	3.9522414	3.7571492	5.2901937	4.4752344	3.9386756	5.4125828	4.8383613	5.2136508	3.7454691	6.5115353	4.7027207	4.833119	4.986087	4.7244978	4.703139	5.1420666	5.1229209	5.0755277	5.1616371	5.2698002	3.727006	3.3982548	5.8359365	5.2968405	6.2844154	6.5210197	6.7667804	5.6077166	5.4336813	6.9872988	5.5753983	4.5733281	3.9150761	5.3595679	4.5501705	3.594682	3.9025838	3.7466735	4.179024	4.1727753	3.4135106	5.3260062	4.7169832	4.5363457	3.9622126	4.1500882	4.2260207	4.6554678	5.7125613	5.9490408	4.7657128	5.0359157	5.4510444	3.7158662	4.3607527	6.9227184	5.2097028	3.9675607	4.5476828	4.0859754	4.2031623	4.4879021	4.7890207	4.4467329	4.7376504	4.7809363	4.3692001	4.3117058
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Adlercreutzia	0.41714917	1.00403178	-0.05678935	0.38999646	-0.61650346	-1.30230721	-1.3031087	0.20983338	-0.92735919	-1.08704151	0.51027222	0.04641726	-0.75421893	-1.48736912	1.20667371	0.41352177	-1.35246633	-0.52325448	0.92229199	1.23977118	0.51619063	0.14474096	-0.19337415	0.30054742	0.20951734	-0.68159001	-1.27507539	1.63128764	0.46447229	0.4659694	0.77888747	0.95076269	-1.22720613	-1.3457614	-0.52842877	-0.03354758	-1.26124323	-1.30374333	0.47476263	-1.47417	0.04685532	4.21211259	4.67562683	3.74243055	3.56534288	5.13311946	4.45205249	4.05402941	4.17116793	4.50341819	4.05288342	3.47928275	3.81330189	3.94201259	4.39787239	3.75976685	3.7976236	3.8533169	4.41409718	4.28593377	5.18346936	5.3485652	4.01666449	4.41429653	4.09793921	3.83456275	4.14856972	3.42234784	3.38898305	4.08030632	3.57456317	2.88693599	4.17545077	3.71964479	3.463404	3.44736722	3.58056465	2.98922973	3.27353043	3.68165414	3.27787602	3.40968817	3.69539246	4.54725421	4.36732844	3.79406748	4.86427738	4.57346369	4.45584522	4.43533066	1.44685048	-1.23296201	1.32666728	0.61182573	1.43973853	-0.52914514	0.53108996	-0.55552298	0.80003661	1.65556783	0.71229868	-0.58035591	0.60799997	0.2173612
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Atopobium	-0.68146312	0.59856667	1.04182293	0.67767853	0.7697909	0.08276483	0.48734431	-1.17531117	-0.92735919	3.29265176	-0.87477051	1.75116535	-0.06107175	1.15058477	0.8012086	0.9243474	0.94916341	-0.52325448	1.25876423	1.37330257	1.36348849	-0.54840622	1.19292021	0.30054742	2.40674192	-0.68159001	0.51479431	2.42979533	0.68761585	-0.92032496	0.08574029	0.10346483	0.38223178	-1.3457614	-0.52842877	-0.72669476	1.50989435	0.08084849	0.81123486	1.29718055	0.33453739	3.05593045	2.31993191	2.87059158	1.02636901	4.34600649	1.70245329	1.37129702	2.00928272	1.43278461	2.67419366	3.71061188	3.70263632	2.826871	3.45688905	4.23111367	1.26619693	1.71861267	3.46775411	2.77803228	4.39734572	4.8044536	5.07753645	3.46429474	2.27760636	4.07357965	2.85168194	2.29094573	1.41182036	2.36801102	1.08965652	0.97001338	1.67550624	1.37509549	0.88318717	1.53371794	0.09932456	2.33864216	2.43274725	1.64043381	1.53740985	1.22846393	1.86281099	1.86737489	3.26871615	3.84589255	1.94831008	2.66392119	2.54102566	1.19013752	1.11037824	3.81434449	2.21397048	-1.17753038	1.84520363	0.56946715	-1.25923655	0.1376242	1.61096683	0.7392771	1.96506165	0.11279127	1.11882559	1.72143859
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Collinsella	1.8834862	3.237624	2.1945024	3.1625852	2.5615504	1.8745243	3.0263182	1.3084457	3.0601089	4.0464236	-0.8747705	1.8381767	2.2903035	1.5072597	2.305286	2.6822053	1.5369501	1.4226557	2.8682021	3.1005235	2.3620173	3.0069418	1.5113739	1.5998304	1.7135947	0.9278479	0.5147943	3.6825583	2.2562318	3.2068094	3.4530361	3.0121857	3.04946	2.4369213	1.9564779	2.5314018	1.9153595	2.0957515	2.3310606	2.4366148	2.7094431	-1.4431439	-1.4632791	-1.6503841	-1.4578206	-0.9671995	-1.3875977	-1.4003463	-1.455677	-1.4567727	-1.5146389	-1.5033599	-1.5329791	-1.55441	-1.3942466	-1.4650755	-1.3718783	-1.3715153	-1.301793	-1.2812935	-1.5681087	-1.4485156	-1.5809037	-1.4765328	-1.550257	-1.4628853	-1.4781177	-1.3968404	-1.4776734	-1.502313	-1.3939196	-1.3315273	-1.4147109	-1.2627362	-1.4185268	-1.3558233	-1.2859342	-1.5317107	-1.35047	-1.3543806	-1.4574315	-1.4096404	-1.6022254	-1.3095832	-1.4840309	-1.4415665	-1.4520566	-1.4940972	-1.483453	-1.2938091	2.5454628	2.5021581	2.7129616	1.1226514	2.7275928	2.2434436	2.071535	1.3903872	2.186331	2.7202786	2.5841009	2.6385199	1.8119728	2.7022678
k__Bacteria.p__Actinobacteria.c__Thermoleophilia.o__Gaiellales.f__Gaiellaceae.g__	-1.3733589	-1.4797357	-1.4418282	-1.4005464	-1.30846	-1.3023072	-1.3031087	-1.1753112	-0.9273592	-1.0870415	-0.8747705	-1.3379224	-1.4460849	-1.4873691	-1.2768054	-1.3770746	-0.6602745	-1.2154683	-0.6871459	-1.3980065	-1.2745261	-1.2404597	-1.5785576	-1.4898479	-1.1755128	-1.3733164	-1.2750754	-1.2576732	-0.9218221	-1.6123478	-1.2992151	-1.6873738	-0.1285938	-1.3457614	-1.2201833	-1.418683	-1.2612432	-1.3037433	-0.036063	-1.47417	-1.7439818	-1.4431439	-1.4632791	-1.6503841	-1.4578206	-1.6595214	-1.3875977	-1.4003463	-1.455677	-1.4567727	-1.5146389	-1.5033599	-1.5329791	-1.55441	-1.3942466	-1.4650755	-1.3718783	-1.3715153	-1.301793	-1.2812935	-1.5681087	-1.4485156	-1.5809037	-1.4765328	-1.550257	-1.4628853	-1.4781177	-1.3968404	-1.4776734	-1.502313	-1.3939196	-1.3315273	-1.4147109	-1.2627362	-1.4185268	-1.3558233	-1.2859342	-1.5317107	-1.35047	-1.3543806	-1.4574315	-1.4096404	-1.6022254	-1.3095832	-1.4840309	-1.4415665	-1.4520566	-1.4940972	-1.483453	-1.2938091	-1.1906515	-1.232962	-1.3109357	-1.1775304	-0.639703	-1.2201756	-1.2592366	-1.2470282	-1.2779443	-1.3384904	-1.3659894	-1.2719054	-1.1822655	-1.1674534
k__Bacteria.p__Actinobacteria.c__Thermoleophilia.o__Solirubrobacterales.f__.g__	-1.37335889	-1.47973567	-1.44182822	-1.40054638	-1.30846003	-1.30230721	-1.3031087	-1.17531117	-0.92735919	-1.08704151	-0.87477051	-1.33792241	-1.44608486	-1.48736912	-1.27680541	-1.37707463	-1.35246633	-1.21546826	-1.37884309	-1.3980065	-1.27452605	-1.24045973	-0.88652133	-0.79806487	-0.48362984	-1.37331639	-1.27507539	-1.2576732	0.46447229	-1.6123478	-1.29921509	0.10346483	-0.12859384	-1.3457614	-1.22018331	-1.41868298	-1.26124323	-1.30374333	1.06254929	-1.47417	0.04685532	-1.44314392	-1.4632791	-1.6503841	-1.45782059	-1.65952137	-1.38759769	-1.40034627	-1.45567698	-1.45677265	-1.51463886	-1.50335995	-1.53297912	-1.55440995	-1.3942466	-1.46507553	-1.37187831	-1.37151528	-1.30179305	-1.28129353	-1.56810868	-1.44851555	-1.58090365	-1.47653276	-1.55025701	-1.46288528	-1.47811769	-1.3968404	-1.47767338	-1.502313	-1.39391961	-1.33152734	-1.41471091	-1.26273621	-1.41852679	-1.35582331	-1.28593422	-1.53171075	-1.35046995	-1.35438055	-1.45743154	-1.40964044	-1.60222542	-1.3095832	-1.48403086	-1.44156652	-1.45205663	-1.49409722	-1.48345299	-1.29380915	-1.19065153	-0.54236434	-1.31093567	-0.48678656	-1.33148322	-1.22017556	-1.25923655	-1.2470282	-1.27794426	-0.64701726	-0.67399568	-1.27190544	-0.49061232	-1.16745335
k__Bacteria.p__Actinobacteria.c__Thermoleophilia.o__Solirubrobacterales.f__Patulibacteraceae.g__	-1.373358889	-1.479735665	-1.441828223	-1.400546384	-1.308460028	-1.302307211	-1.303108702	-1.175311168	-0.927359192	-1.087041515	-0.874770511	-1.337922409	-1.446084861	-1.487369116	-1.276805408	-1.377074635	-0.660274498	-1.215468264	0.006001261	-1.398006495	-1.274526052	-1.240459735	-0.886521329	-1.489847885	-1.175512843	-1.373316389	-1.275075395	-1.2576732	-0.921822067	-1.612347801	-1.299215088	-0.302000275	-1.227206133	-1.345761404	-1.220183307	-1.418682975	-1.261243235	-1.303743327	0.251619077	-1.474169997	-0.358609793	-1.44314392	-1.4632791	-1.650384098	-1.457820586	-1.659521367	-1.38759769	-1.400346265	-1.455676984	-1.456772652	-1.514638863	-1.50335995	-1.532979125	-1.554409953	-1.394246605	-1.46507553	-1.371878313	-1.371515284	-1.301793047	-1.281293532	-1.568108675	-1.448515552	-1.58090365	-0.784200499	-1.550257009	-1.462885284	-1.478117689	-1.396840401	-1.477673376	-1.502313	-1.393919615	-1.331527344	-1.414710915	-1.26273621	-1.41852679	-1.355823313	-1.285934224	-1.531710747	-1.350469952	-1.354380554	-1.457431542	-1.409640436	-1.602225421	-1.309583202	-1.484030864	-1.441566516	-1.452056634	-1.494097224	-1.483452991	-1.29380915	-1.190651526	-1.232962009	-1.310935666	-1.177530375	-1.331483215	-0.52914514	-1.259236554	-0.555522983	-1.277944256	-0.647017261	-1.365989429	-1.27190544	-1.182265467	-1.167453355
k__Bacteria.p__Actinobacteria.c__Thermoleophilia.o__Solirubrobacterales.f__Solirubrobacteraceae.g__	-1.37335889	-0.78772769	-1.44182822	-1.40054638	-1.30846003	-1.30230721	-1.3031087	-1.17531117	-0.92735919	-1.08704151	-0.87477051	-1.33792241	-1.44608486	-1.48736912	-1.27680541	-1.37707463	0.03287268	-1.21546826	-1.37884309	-1.3980065	-1.27452605	-1.24045973	-0.88652133	-1.48984788	-0.48362984	-1.37331639	-1.27507539	-1.2576732	0.68761585	-1.6123478	-1.29921509	1.20207712	1.25770052	-1.3457614	-1.22018331	-1.41868298	-1.26124323	-0.61229869	1.26321999	-1.47417	0.33453739	-1.44314392	-1.4632791	-1.6503841	-1.45782059	-1.65952137	-1.38759769	-1.40034627	-1.45567698	-1.45677265	-1.51463886	-1.50335995	-1.53297912	-1.55440995	-1.3942466	-1.46507553	-1.37187831	-1.37151528	-1.30179305	-1.28129353	-1.56810868	-1.44851555	-1.58090365	-1.47653276	-1.55025701	-1.46288528	-1.47811769	-1.3968404	-1.47767338	-1.502313	-1.39391961	-1.33152734	-1.41471091	-1.26273621	-1.41852679	-1.35582331	-1.28593422	-1.53171075	-1.35046995	-1.35438055	-1.45743154	-1.40964044	-1.60222542	-1.3095832	-1.48403086	-1.44156652	-1.45205663	-1.49409722	-1.48345299	-1.29380915	-1.19065153	0.15078284	-1.31093567	-1.17753038	-0.63970301	-1.22017556	-1.25923655	-1.2470282	-1.27794426	-1.33849044	0.42461661	-1.27190544	-0.49061232	-1.16745335
k__Bacteria.p__Actinobacteria.c__Thermoleophilia.o__Solirubrobacterales.f__Solirubrobacteraceae.g__Solirubrobacter	-1.373358889	-1.479735665	-1.441828223	-1.400546384	-1.308460028	-1.302307211	-1.303108702	-1.175311168	-0.927359192	-1.087041515	-0.874770511	-1.337922409	-1.446084861	-1.487369116	-1.276805408	-1.377074635	-0.660274498	-1.215468264	0.006001261	-1.398006495	-1.274526052	-1.240459735	-0.886521329	-1.489847885	-1.175512843	-1.373316389	-1.275075395	-1.2576732	0.464472294	-0.920324961	-1.299215088	1.489759194	1.606007211	-1.345761404	-1.220183307	-1.418682975	-1.261243235	-1.303743327	1.69853806	0.604033367	0.046855315	-1.44314392	-1.4632791	-1.650384098	-1.457820586	-1.659521367	-1.38759769	-1.400346265	-1.455676984	-1.456772652	-1.514638863	-1.50335995	-1.532979125	-0.862008458	-1.394246605	-1.46507553	-1.371878313	-1.371515284	-1.301793047	-1.281293532	-1.568108675	-1.448515552	-1.58090365	-1.476532765	-1.550257009	-1.462885284	-1.478117689	-1.396840401	-1.477673376	-1.502313	-1.393919615	-1.331527344	-1.414710915	-1.26273621	-1.41852679	-1.355823313	-1.285934224	-1.531710747	-1.350469952	-1.354380554	-1.457431542	-1.409640436	-1.602225421	-1.309583202	-1.484030864	-1.441566516	-1.452056634	-1.494097224	-1.483452991	-1.29380915	-1.190651526	-1.232962009	-0.619242867	-1.177530375	-1.331483215	-1.220175561	-1.259236554	-0.555522983	-1.277944256	-0.647017261	0.019151497	-1.27190544	-1.182265467	-0.475785983
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.g__	0.70483124	-0.78772769	3.40894655	2.58722104	6.28924982	4.27996678	4.67699905	4.60428254	-0.92735919	8.28410423	-0.87477051	1.55049466	2.54161794	4.11732951	1.49435578	0.70120384	-0.6602745	2.11580285	3.45598881	2.38490349	0.51619063	2.01654314	5.95081149	5.83393691	4.47219722	4.02794019	4.30653115	1.22582253	5.04688549	3.55701185	3.2212345	4.09860275	1.17068914	3.38893009	1.26333069	5.51941201	3.4558045	4.37813389	3.09943122	7.15939026	7.00244792	-1.44314392	-1.4632791	-1.6503841	-1.45782059	-1.65952137	-1.38759769	-1.40034627	-1.45567698	-1.45677265	-1.51463886	-1.50335995	-1.53297912	-0.86200846	-1.3942466	-1.46507553	-1.37187831	-1.37151528	-1.30179305	-0.58926355	-1.56810868	-1.44851555	-1.58090365	-1.47653276	-1.55025701	-1.46288528	-1.47811769	-1.3968404	-1.47767338	-1.502313	-1.39391961	-1.33152734	-1.41471091	-1.26273621	-1.41852679	-1.35582331	-1.28593422	-1.53171075	0.03485198	-1.35438055	-1.45743154	-1.40964044	-1.60222542	-1.3095832	-1.48403086	-1.44156652	-1.45205663	-1.49409722	-1.48345299	-1.29380915	2.86823616	-0.54236434	5.51198362	5.8588498	3.59440349	4.06597471	2.92898523	2.97083754	2.50478471	5.51207813	5.4528735	5.18483519	2.45382666	2.65970823
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__BS11.g__	-1.3733589	-1.4797357	-1.4418282	-1.4005464	-1.30846	-1.3023072	-1.3031087	-1.1753112	-0.235728	-1.0870415	-0.8747705	-1.3379224	-1.4460849	-0.7953254	-0.5850858	-1.3770746	-1.3524663	-1.2154683	-0.6871459	-1.3980065	-1.2745261	-1.2404597	-1.5785576	-1.4898479	-1.1755128	-1.3733164	-1.2750754	-1.2576732	-0.9218221	-1.6123478	-1.2992151	-1.6873738	-1.919451	-0.6541212	-1.2201833	-1.418683	-1.2612432	-1.3037433	-1.1346753	-1.47417	-1.7439818	-1.4431439	-1.4632791	-1.6503841	-1.4578206	-1.6595214	-1.3875977	-1.4003463	-1.455677	-1.4567727	-1.5146389	-1.5033599	-1.5329791	-1.55441	-0.701994	-0.7728326	-1.3718783	-0.6792826	-1.301793	-1.2812935	-1.5681087	-0.756228	-1.5809037	-1.4765328	-1.550257	-1.4628853	-1.4781177	-1.3968404	-1.4776734	-0.8100428	-1.3939196	-1.3315273	-0.722389	-1.2627362	-1.4185268	-1.3558233	-1.2859342	-1.5317107	-1.35047	-1.3543806	-1.4574315	-1.4096404	-1.6022254	-1.3095832	-1.4840309	-1.4415665	-1.4520566	-1.4940972	-1.483453	-1.2938091	-1.1906515	-1.232962	-1.3109357	-0.4867866	-1.3314832	-1.2201756	-1.2592366	-1.2470282	-1.2779443	-1.3384904	-1.3659894	-1.2719054	-1.1822655	-1.1674534
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides	-1.373358889	-1.479735665	-1.441828223	-1.400546384	-1.308460028	-1.302307211	-1.303108702	6.041715858	5.707071409	7.797725329	5.660669459	-1.337922409	-1.446084861	-1.487369116	-1.276805408	0.008056664	-1.352466334	-1.215468264	-1.378843091	-1.398006495	-0.582421659	-1.240459735	-1.578557604	-1.489847885	-1.175512843	-1.373316389	-1.275075395	-0.565936941	-1.61403844	-1.612347801	-1.299215088	-1.687373764	-1.919451011	-1.345761404	-1.220183307	-1.418682975	-0.569547193	-1.303743327	-1.826949638	-1.474169997	-1.743981808	-1.44314392	-1.4632791	-0.958049815	-1.457820586	-1.659521367	-1.38759769	-1.400346265	-1.455676984	-1.456772652	-1.514638863	-1.50335995	-0.840658461	-1.554409953	-1.394246605	-0.772832639	-1.371878313	-1.371515284	-1.301793047	-1.281293532	-1.568108675	-1.448515552	0.903149183	-1.476532765	1.707061506	-1.462885284	1.779045142	-1.396840401	-1.477673376	-0.81004281	1.089656518	-1.331527344	-1.414710915	-0.570814655	-0.726250742	-1.355823313	1.197936851	-1.531710747	-1.350469952	-1.354380554	-1.457431542	-1.409640436	-1.602225421	-1.309583202	-0.791726857	-0.749227298	-1.452056634	-1.494097224	-1.483452991	-1.29380915	-1.190651526	-1.232962009	-1.310935666	-1.177530375	-0.639703015	-1.220175561	-0.567522328	-0.555522983	-0.586257747	-1.338490438	-1.365989429	-1.27190544	-1.182265467	-1.167453355
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Dysgonomonas	-1.3733589	-1.4797357	-1.4418282	-1.4005464	-1.30846	-1.3023072	-1.3031087	-1.1753112	-0.9273592	-1.0870415	-0.8747705	-1.3379224	-1.4460849	-1.4873691	-1.2768054	-1.3770746	-1.3524663	-1.2154683	-1.3788431	-1.3980065	-1.2745261	-1.2404597	-1.5785576	-1.4898479	-1.1755128	-1.3733164	-1.2750754	-1.2576732	-1.6140384	-1.6123478	-1.2992151	-1.6873738	-1.919451	-1.3457614	-1.2201833	-1.418683	-1.2612432	-1.3037433	-1.8269496	-1.47417	-1.7439818	-1.4431439	-0.7711105	-1.6503841	-1.4578206	-1.6595214	-1.3875977	-1.4003463	-1.455677	-1.4567727	-1.5146389	-0.1180295	-1.5329791	-1.55441	0.3966183	-0.7728326	-1.3718783	-1.3715153	-0.6097833	-1.2812935	-1.5681087	-1.4485156	-1.5809037	-1.4765328	-1.550257	-1.4628853	-1.4781177	-1.3968404	-1.4776734	-1.502313	-1.3939196	-1.3315273	-1.4147109	-1.2627362	-1.4185268	-1.3558233	-1.2859342	-1.5317107	-1.35047	0.436461	-1.4574315	-1.4096404	-1.6022254	-1.3095832	-1.4840309	-1.4415665	-1.4520566	-1.4940972	0.8182591	-1.2938091	-1.1906515	-1.232962	-1.3109357	-1.1775304	-1.3314832	-1.2201756	-1.2592366	-1.2470282	-1.2779443	-1.3384904	-1.3659894	-1.2719054	-1.1822655	-1.1674534
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Tannerella	1.5157615	3.4607676	4.0036537	3.7102248	3.6875616	3.4149693	3.7454408	-1.1753112	-0.9273592	5.5544149	-0.8747705	3.6840034	1.6436763	2.9658747	2.4106465	2.4059519	3.0773951	3.0320936	2.2572931	2.5896979	3.3296013	1.7541789	2.5792146	2.0351485	2.2244204	3.1685576	3.4415337	2.378502	1.2754025	2.4118795	3.1302627	2.4060499	1.8638363	1.9108282	2.1796214	3.2622893	3.437786	2.7199058	3.0242078	3.5218041	2.0837372	-1.4431439	-1.4632791	-1.6503841	-1.4578206	-1.6595214	-1.3875977	-1.4003463	-1.455677	-1.4567727	-1.5146389	-1.5033599	-1.5329791	-1.55441	-1.3942466	-1.4650755	-1.3718783	-1.3715153	-1.301793	-1.2812935	-1.5681087	-1.4485156	-1.5809037	-1.4765328	-1.550257	-1.4628853	-1.4781177	-1.3968404	-1.4776734	-1.502313	-1.3939196	-1.3315273	-1.4147109	-1.2627362	-1.4185268	-1.3558233	-1.2859342	-1.5317107	-1.35047	-1.3543806	-1.4574315	-1.4096404	-1.6022254	-1.3095832	-1.4840309	-1.4415665	-1.4520566	-1.4940972	-1.483453	-1.2938091	2.3341537	2.9233716	3.0943292	2.5577359	1.6628821	2.1789051	2.7283145	2.4402093	2.7810381	2.488477	2.6933001	2.9460046	2.50512	2.7430898
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella	1.39797842	0.82171022	-0.74993654	0.38999646	1.68608163	1.18137712	2.22194536	3.20556565	-0.92735919	3.15912037	1.60888451	0.04641726	1.44300565	1.4018992	0.10806142	0.70120384	0.03287268	-0.52325448	0.41146637	-1.3980065	2.05663567	-1.24045973	0.90523814	-0.79806487	-0.48362984	1.88335935	2.59423585	0.53267535	0.8699374	-0.92032496	0.08574029	-0.99514746	1.07537896	1.29178897	0.57018351	0.6595996	0.5290651	2.16029003	0.81123486	2.16217799	1.43314968	-1.44314392	-1.4632791	-1.6503841	-1.45782059	-1.65952137	-1.38759769	-1.40034627	-1.45567698	-1.45677265	-1.51463886	-1.50335995	-1.53297912	-1.55440995	-1.3942466	-1.46507553	-1.37187831	-1.37151528	-1.30179305	-1.28129353	-1.56810868	-1.44851555	-1.58090365	-1.47653276	-1.55025701	-1.46288528	-1.47811769	-1.3968404	-1.47767338	-1.502313	-1.39391961	-1.33152734	-1.41471091	-1.26273621	-1.41852679	-1.35582331	-1.28593422	-1.53171075	-1.35046995	-1.35438055	-1.45743154	-1.40964044	-1.60222542	-1.3095832	-1.48403086	-1.44156652	-1.45205663	-1.49409722	-1.48345299	-1.29380915	-0.49905967	3.97942424	2.87726469	1.30497291	1.55752156	1.41676501	0.53108996	2.08353435	2.18633098	1.43242428	2.15921766	1.36555424	-1.18226547	-0.47578598
